mnId,mnMonth,mnDay,mnSid,mnName,mnAlpha,mnFname,mnGender,mnDate,mnLoc,mnDisp,mnFlevel,mnFast,mnCollect,mnIndiv,mnIcon,mnFlag,mnSermonURL,mnSort
238,1,18,100220,"St. Cyril, Archbishop of Alexandria",CYRIL,"Saint Cyril, Archbishop of Alexandria",m,444,"Alexandria, Egypt","",0,0,0,1,january/0118cyril-alexandria.jpg,0,,1000
239,1,18,100221,"Ven. Afan&aacute;sii (Athanasius), Abbot of Syand&eacute;msk",ATHANASIUS,"Venerable Athanasius, Abbot of Syandemsk, Vologda",m,1550,"Vologda, Syandemsk","Vologd&aacute;&mdash;16th c.",0,0,1,1,january/0118athanasiussandemsk.jpg,0,,1000
240,1,18,100222,"Righteous Afan&aacute;sii of Novol&oacute;tsk, Monk",ATHANASIUS,Righteous Athanasius of Novolotsk,"",16th-17th century,Novolotsk,"",0,0,1,1,"",0,,1000
241,1,18,100223,Ven. Marcian of Cyrrhus in Syria,MARCIAN,Venerable Marcian of Cyrrhus in Syria,m,ca. 388,"Syria, Cyrrhus","",0,0,1,1,"",0,,1000
242,1,18,100224,"Ven. Schemamonk Cyril and Schemanun Maria, the parents of St Sergius of Radonezh",CYRIL,"Venerable Schemamonk Cyril and Schemanun Maria, the parents of Saint Sergius of Radonezh",m,ca. 1337,Radonezh,"",0,0,1,1,september/0928sergiusandparents.jpg,0,,1000
244,1,18,108002,St. Joachim,JOACHIM,"Saint Joachim I, Patriarch of Trnovo and Bulgaria","",1246,"Trnovo, Bulgaria","",0,0,0,1,"",0,,1000
245,1,18,108035,"St. Maximus, Archbishop of Serbia",MAXIMUS,"Saint Maximus, Archbishop of Serbia",m,"",Serbia,"",0,0,0,1,"",0,,1000
246,1,18,109029,St. Maximus the New,MAXIMUS,Saint Maximus the New,m,1516,"Serbia, Romania","",0,0,0,1,"",0,,1000
247,1,18,205450,St. Ephraim the Lesser,EPHRAIM,Saint Ephraim the Lesser,"",1101,Georgia,"",0,0,0,1,january/0118ephrem-thelesser.jpg,0,,1000
248,1,18,205454,Hieromonk Alexei,ALEXEI,Venerable Hieromonk Alexei of Teklati,m,1923,"Georgia, Teklati","",0,0,0,1,"",0,,1000
249,1,19,100226,Ven. Macarius the Great of Egypt,MACARIUS,Venerable Macarius the Great of Egypt,m,390-391,Egypt,"",0,0,1,1,january/0119macariusegypt.jpg,0,,1000
250,1,19,100227,Ven. Macarius of Alexandria,MACARIUS,Venerable Macarius of Alexandria,m,394-395,"Egypt, Alexandria","",0,0,1,1,january/0119macariusalexandria.jpg,0,,1000
251,1,19,100228,"St. Mark, Archbishop of Ephesus",MARK,"Saint Mark, Archbishop of Ephesus","",1457,Ephesus,15th c.,0,0,1,1,january/0119markephesus.jpg,0,,1000
252,1,19,100229,"Ven. Mak&aacute;ry the Faster, of the Kiev Caves",MACARIUS,"Venerable Macarius the Faster, of the Kiev Near Caves",m,12th century,"Kiev Caves, Near Caves","Near Caves&mdash;12th c.",0,0,1,1,"",0,,1000
253,1,19,100230,"Ven. Mak&aacute;ry the Deacon, of the Kiev Caves",MACARIUS,Venerable Macarius the Deacon of the Kiev Caves,m,13th-14th century,"Kiev Caves, Far Caves","Far Caves&mdash;13th-14th c.",0,0,1,1,january/0119macariuskiev.jpg,0,,1000
254,1,19,100231,"Righteous Theodore of Novgorod, Fool-for-Christ",THEODORE,Righteous Theodore of Novgorod the Fool-For-Christ,"",1392,Novgorod,"",0,0,1,1,"",0,,1000
255,1,19,100232,"Opening of the Relics of Ven. Savva (Sabbas) of Storozh&eacute;vsk and Zven&iacute;gorod",SAVVA,"Opening of the Relics of Venerable Savva of Storozhev, or Zvenigorod","",1652,"Zvenigorod, Storozhev","",0,0,1,1,january/0119sabbasofzvenigorod.jpg,0,,1000
256,1,19,100233,Ven. Makarios the Roman,MACARIUS,Venerable Makarios the Roman of Novgorod,m,15th-16th century,Novgorod,"Novgorod&mdash;15th-16th c.",0,0,0,1,january/0119makariosnovgorod.jpg,0,,1000
257,1,19,100234,Virgin Martyr Euphrasia of Nicomedia,EUPHRASIA,Virgin Martyr Euphrasia of Nicomedia,f,303,Nicomedia,"",0,0,1,1,january/0119euphrasia.jpg,0,,1000
258,1,19,100235,"St. Arsenius, Archbishop of Kerkyra",ARSENIUS,"Saint Arsenius, Archbishop of Kerkyra","",8th century,Kerkyra (Corfu),"Corfu&mdash;8th c.",0,0,1,1,"",0,,1000
260,1,19,103810,St. Anthony the founder of Monasticism in Georgia,ANTHONY,"Saint Anthony, founder of Monasticism in Georgia","",6th century,"Georgia, Martkofeli","",0,0,0,1,january/0119anthony-stylite02.jpg,0,,1000
261,1,20,100238,Ven. Euthymius the Great,EUTHYMIUS,Venerable Euthymius the Great,m,473,"Melitene, Armenia","",1,0,1,1,january/0120aeuthymiosthegreat.jpg,0,,1000
262,1,20,100239,"Ven. Evfimii (Euthymius), Schema-Monk (14th c.), and Lavrentii (Lawrence) the Recluse (13th-14th c.), of the Kiev Caves (Far Caves)",EUTHYMIUS,Venerable Euthymius the Schemamonk,m,"",Kiev,"",0,0,1,1,january/0120euthymius.jpg,0,,1000
263,1,20,100240,"St. Laurence, Recluse of the Kiev Far Caves",LAURENCE,"Saint Laurence, Recluse of the Kiev Far Caves","",13th-14th century,"Kiev Caves, Far Caves","",0,0,0,1,january/0120lawrence.jpg,0,,1000
264,1,20,100241,"Ven. Evfimii (Euthemius) of Syanzh&eacute;msk",EUTHYMIUS,"Venerable Euthymius of Syanzhemsk, Vologda",m,ca. 1470,"Vologda, Syanzhemsk","Vologd&aacute;&mdash;ca. 1470",0,0,1,1,"",0,,1000
265,1,20,100242,"Martyrs Innas, Pinnas, and Rimmas, disciples of the Apostle Andrew, in Scythia",INNA,"Martyrs Innas, Pinnas, and Rimmas, disciples of the Apostle Andrew, in Scythia",,1st-2nd century,Scythia,,0,0,1,1,january/0120innapinnarimma.jpg,0,,1000
268,1,20,100245,"Martyrs Bassus, Eusebius, Euthychius, and Basileides, at Nicomedia",BASSUS,"Martyrs Bassus, Eusebius, Euthychius, and Basileides, at Nicomedia","",303,Nicomedia,"",0,0,1,1,january/0120.BasusEusebiusEutichiusBasilides.jpg,0,,1000
272,1,20,108003,St Euthymios,EUTHYMIUS,"Saint Euthymios, Patriarch of Trnovo",m,1368-1393,"Trnovo, Bulgaria",,0,0,0,1,january/0120euthemius-ternovo.jpg,0,,1000
273,1,20,109031,New Martyr Zachariah,ZACHARIAH,New Martyr Zachariah,"",1782,"Peloponnesos, Greece","",0,0,0,1,"",0,,1000
274,1,20,205439,St Euthymius,EUTHYMIUS,Saint Euthymius the Confessor,"",1944,Georgia,"",0,0,0,1,january/0120ekvtime-confessor0020.jpg,0,,1000
275,1,21,100249,Ven. Maximus the Confessor,MAXIMUS,Venerable Maximus the Confessor,"",662,"","",0,0,1,1,january/0121maximos-the-confessor0020.jpg,0,,1000
276,1,21,100250,"Martyr Neophytus of Nic&aelig;a",NEOPHYTUS,Martyr Neophytus of Nicea,"",303-305,Nicea,"",0,0,1,1,january/0121neophytos.jpg,0,,1000
277,1,21,100251,"Martyrs Eugene, Candidus, Valerian, and Aquila, at Trebizond",EUGENE,"Martyrs Eugene, Candidus, Valerian, and Aquila, at Trebizond","",3rd century,Trebizond,"",0,0,1,1,january/0121eugene-martyr0020.jpg,0,,1000
281,1,21,100255,Virgin Martyr Agnes of Rome,AGNES,Virgin Martyr Agnes of Rome,f,ca. 304,Rome,"",0,0,1,1,january/0121agnes.jpg,0,,1000
282,1,21,100256,"Martyr Anastasius, disciple of Ven. Maximus the Confessor",ANASTASIUS,"Martyr Anastasius, disciple of Venerable Maximus the Confessor","",662,"","",0,0,1,1,"",0,,1000
283,1,21,100257,Venerable Neóphytos of Vatopaidi,NEOPHYTUS,Venerable Neóphytos of Vatopaidi Monastery on Mount Athos,m,,"Mt. Athos, Vatopedi",Mt. Athos,0,0,1,1,,0,,1000
284,1,21,100258,Ven. Maxim the Greek,MAXIMUS,Venerable Maximus the Greek,m,1556,Greece,"",0,0,1,1,january/0121maximthegreek.jpg,0,,1000
285,1,21,100261,"Icon of the Mother of God &ldquo;Comfort&rdquo;",ICON,"Icon of the Mother of God &ldquo;Comfort&rdquo; or &ldquo;Consolation&rdquo;","",807,"Vatopedi, Mt. Athos","",0,0,0,1,january/0121joyandconsolationicon.jpg,0,,1000
286,1,21,109032,"Icon of the Mother of God &ldquo;Stabbed&rdquo;",ICON,"Icon of the Mother of God &ldquo;Stabbed&rdquo;","",14th century,"Vatopedi Monastery, Mt. Athos","",0,0,0,1,"",0,,1000
287,1,21,109033,"Icon of the Mother of God &ldquo;Xenophon Hodegetria&rdquo;",ICON,"Icon of the Mother of God &ldquo;Xenophon Hodegetria&rdquo;",,16th century,"Vatopedi Monastery, Mt. Athos",,0,0,0,1,,0,,1000
288,1,21,149029,"Martyr Fructuosis, Bishop of Tarragona, Spain, and his deacons Augurius and Eulogius",FRUCTUOSIS,"Martyr Fructuosis, Bishop of Tarragona, Spain, and his deacons Augurius and Eulogius",m,259,"Tarragona, Spain","",0,0,0,1,"",0,,1000
291,1,21,205302,St. George (John),GEORGE (JOHN),Saint George (John) of Georgia,"",1960,Georgia,"",0,0,0,1,january/0121- giorgi-ioane.jpg,0,,1000
292,1,22,100262,Apostle Timothy of the Seventy,TIMOTHY,Apostle Timothy of the Seventy,m,96,"","",0,0,1,1,january/0122timothy.jpg,0,,1000
293,1,22,100263,Monastic Martyr Anastasius the Persian,ANASTASIUS,Monastic Martyr Anastasius the Persian,"",628,Palestine,"",0,0,1,1,january/0122anastasius-persian.jpg,0,,1000
294,1,22,100264,"Monastic Martyr Anast&aacute;sii, Deacon, of the Kiev Caves",ANASTASIUS,Monastic Martyr Anastasius the Deacon of the Kiev Near Caves,"",12th century,"Kiev Caves, Far Caves","Near Caves&mdash;12th c.",0,0,1,1,"",0,,1000
295,1,22,100265,"Ven. Mak&aacute;ry of Zhabynsk, Wonderworker",MACARIUS,Venerable Macarius of Zhabyn the Wonderworker,m,1623,Zhabyn,1623,0,0,1,1,january/0122macariuszhabynsky.jpg,0,,1000
305,1,22,100275,377 Martyred Companions in Bulgaria,377 MARTYRS,377 Martyred Companions in Bulgaria,"",ca. 817,Bulgaria,"",0,0,1,1,"",0,,1000
306,1,22,100276,St. Brihtwald of Wilton,BRIHTWALD,Saint Brihtwald of Wilton,"",1045,Wilton,"",0,0,0,1,january/0122brihtwold.jpg,0,,1000
307,1,22,205303,St. Euthymius,EUTHYMIUS,Saint Euthymius,"","",Georgia,"",0,0,0,1,january/0122-eqvtime kereselize.jpg,0,,1000
308,1,23,100277,"Hieromartyr Clement, Bishop of Ancyra, and Martyr Agathangelus",CLEMENT,"Hieromartyr Clement, Bishop of Ancyra, and Martyr Agathangelus",m,312,Ancyra,"",0,0,1,1,january/0123clement-agathangelus.jpg,0,,1000
310,1,23,100279,"Ven. Genn&aacute;dii of Kostrom&aacute;",GENNADIUS,Venerable Gennadius of Kostroma,m,1565,Kostroma,"",0,0,1,1,january/0123gennadios.jpg,0,,1000
311,1,23,100280,"Translation of the relics of St. The&oacute;ctist, Archbishop of Novgorod",THEOCTISTUS,"Translation of the relics of Saint Theoctistus, Archbishop of Novgorod","",1786,Novgorod,"",0,0,1,1,"",0,,1000
312,1,23,100281,Ven. Mausimas the Syrian,MAUSIMAS,Venerable Mausimas the Syrian,m,4th century,Syria,"",0,0,1,1,"",0,,1000
313,1,23,100282,Ven. Salamanēs the Silent of the Euphrates,SALAMANES,Saint Salamanēs the Silent of the Euphrates,m,ca. 400,Euphrates,"",0,0,1,1,"",0,,1000
314,1,23,100283,"St. Paulinus the Merciful, Bishop of Nola",PAULINUS,"Saint Paulinus the Merciful, Bishop of Nola","",431,Nola,"",0,0,1,1,"",0,,1000
315,1,23,100284,Commemoration of the Sixth Ecumenical Council,ECUMENICAL COUNCIL,Commemoration of the Holy Fathers of the Sixth Ecumenical Council,"",680-681,"","",0,0,1,1,pascha/fathers-7-councils.jpg,0,,1000
316,1,23,100285,Synaxis of the Saints of Kostroma,SYNAXIS,Synaxis of the Saints of Kostroma,"","",Kostroma,"",0,0,0,1,"",0,,1000
319,1,24,100286,Ven. Xenia of Rome and her two female servants,XENIA,"Venerable Xenia of Rome, and her two female servants","",5th century,Rome,"",0,0,1,1,january/0124xenia-rome03.jpg,0,,1000
321,1,24,100288,"St. Ger&aacute;sim, Bishop of Perm",GERASIMUS,"Saint Gerasimus, Bishop of Perm",m,1441,Perm,"",0,0,1,1,"",0,,1000
322,1,24,100289,"Martyr John of Kazan&rsquo;",JOHN,Martyr John of Kazan,"",1529,Kazan,"",0,0,1,1,january/0124johnkazan.jpg,0,,1000
323,1,24,100290,"Martyrs Babylas (Vav&iacute;la) of Sicily, and his two disciples: Timothy and Agapius",BABYLAS,"Martyr Babylas of Sicily, and his two disciples: Timothy and Agapius","",3rd century,Sicily,"",0,0,1,1,"",0,,1000
326,1,24,100293,"St. Macedonius, Hermit, of Syria",MACEDONIUS,Saint Macedonius the Hermit of Syria,"",ca. 420,Syria,"",0,0,1,1,"",0,,1000
327,1,24,100294,Uncovering of the relics of Saint Anastasios the Persian,ANASTASIUS,Uncovering of the relics of Saint Anastasios the Persian,"",7th century,Persian,"",0,0,1,1,january/0124anastasius.persian.relics.jpg,0,,1000
328,1,24,100295,Ven. Dionysius of Olympus,DIONYSIUS,Venerable Dionysius of Olympus,m,16th century,Olympus,"",0,0,1,1,january/0124-dionysius.jpg,0,,1000
329,1,24,100296,"Ven. Philotheus, founder of Philotheou Monastery",PHILOTHEUS,"Venerable Philotheus, founder of Philotheou Monastery, Mount Athos",m,10th century,"Mt. Athos, Philotheou Monastery","Mt. Athos&mdash;10th c.",0,0,1,1,"",0,,1000
330,1,24,100297,Bl. Xenia of St. Petersburg,XENIA,Blessed Xenia of St. Petersburg,f,18th century,St Petersburg,19th c.,0,0,1,1,january/0124xenia-petersburg04.jpg,0,,1000
332,1,24,109034,"Martyrs Theodotion, Paul, and Pausirios",THEODOTION,"Martyrs Theodotion, Paul, and Pausirios",m,3rd century,Egypt,"",0,0,0,1,"",0,,1000
335,1,24,109037,St. Philon,PHILON,"Saint Philon, Bishop of Kolpasteia, Crete","",5th century,"Kolpasteia, Crete","",0,0,0,1,"",0,,1000
336,1,24,109038,Hieromartyr Philippicus and Martyr Barsimos  ,PHILIPPICUS,Hieromartyr Philippicus and Martyr Barsimos  ,"","","","",0,0,0,1,"",0,,1000
338,1,24,205305,St. Macarius,MACARIUS,Saint Macarius,"","",Georgia,"",0,0,0,1,january/0124-makari mmarxveli.jpg,0,,998
339,1,25,100298,"St. Gregory the Theologian, Archbishop of Constantinople",GREGORY,"Saint Gregory the Theologian, Archbishop of Constantinople",m,389,Constantinople,"",1,0,1,1,january/0125gregory-theologian.jpg,0,,1000
340,1,25,100299,"St. Moses, Archbishop of Novgorod",MOSES,"Saint Moses, Archbishop of Novgorod","",1362,Novgorod,"",0,0,1,1,january/0125mosesnovgorod.jpg,0,,1000
341,1,25,100300,"Martyrs Felicitas of Rome, and seven sons: Januarius, Felix, Philip, Silvanus, Alexander, Vitalis and Martial",FELICITA,"Martyr Felicitas of Rome, and her seven sons","",ca. 164,Rome,"",0,0,1,1,january/0125felicitas.jpg,0,,1000
349,1,25,100308,"Ven. Publius, Ascetic, of Syria",PUBLIUS,Saint Publius the Ascetic of Syria,"",ca. 380,Syria,"",0,0,1,1,"",0,,1000
350,1,25,100309,"St. Mares the Singer, of Syria",MARES,Saint Mares the Singer in Syria,"",ca. 430,Syria,"",0,0,1,1,"",0,,1000
351,1,25,100312,"Icons of the Mother of God, &ldquo;ASSUAGE MY SORROW&rdquo; (translation to Moscow in 1640), and &ldquo;THE UNEXPECTED JOY&rdquo;",ICON,"Translation to Moscow of the Icon of the Mother of God &ldquo;Assuage my Sorrow&rdquo;","","","Moscow, Russia","",0,0,1,1,january/0125assuagemysorrowicon.jpg,0,,1000
352,1,25,100313,"Icon of the Mother of God &ldquo;The Unexpected Joy&rdquo;",ICON,"Icon of the Mother of God &ldquo;The Unexpected Joy&rdquo;","","","","",0,0,0,1,may/0501bunexpectedjoy.jpg,0,,1000
353,1,25,100311,St. Vladimir,VLADIMIR,"Saint Vladimir, Metropolitan of Kiev and Gallich",m,1918,"Kiev, Gallich","",0,0,0,1,january/0125vladimirkiev.jpg,0,,1000
354,1,25,100310,New Martyr Auxentius,AUXENTIUS,New Martyr Auxentius of Constantinople,"",1720,Constantinople,"",0,0,0,1,january/0125auxentios.jpg,0,,1000
355,1,25,148990,Venerable Anatole,ANATOLE,Venerable Anatole I of Optina,m,1894,Optina,"",0,0,0,1,"",0,,1000
356,1,25,205306,St. Dositheus,DOSITHEUS,Saint Dositheus of Tbilisi,"","","Georgia, Tbilisi","",0,0,0,1,january/0125-dositeos tbileli.jpg,0,,1000
357,1,25,205442,St Gabriel,GABRIEL,"Saint Gabriel, Bishop of Imereti","",1896,Georgia,"",0,0,0,1,january/0125gabriel-qiqodze.jpg,0,,1000
358,1,26,100314,"Ven. Xenophon, his wife, Mary, and their two sons, Arcadius and John, of Constantinople",XENOPHON,"Venerable Xenophon, his wife, Mary, and their two sons, Arcadius and John, of Constantinople",m,5th-6th century,Constantinople,"",0,0,1,1,january/0126xenophon.jpg,0,,1000
362,1,26,100318,"Translation of the Relics of Ven. Theodore, Abbot of Studion",THEODORE,"Translation of the relics of Venerable Theodore,  Abbot of Studion","",845,Studion Monastery,"",0,0,1,1,january/0126theodorestudion.jpg,0,,1000
363,1,26,100319,St. Xenophon of Robeika,XENOPHON,Saint Xenophon of Robeika,m,1262,Robeika,,0,0,1,1,,0,,1000
364,1,26,100320,"Martyrs Ananias&mdash;Presbyter, Peter, and seven soldiers, in Ph&oelig;nicia",ANANIAS,"Martyrs Ananias the Presbyter, Peter, and seven soldiers, in Phoenicia","",284-305,Phoenicia,"",0,0,1,1,"",0,,1000
367,1,26,100323,"St. Simeon &ldquo;the Ancient&rdquo; of Mt. Sinai",SIMEON,"Saint Simeon &ldquo;the Ancient&rdquo; of Mount Sinai","",ca. 390,Mt. Sinai,"",0,0,1,1,"",0,,1000
368,1,26,100324,"St. Joseph, Bishop of Thessalonica, brother of St. Theodore of Studion",JOSEPH,"Saint Joseph, Bishop of Thessalonica, and brother of Saint Theodore of Studion",,830,Studion Monastery,,0,0,1,1,january/0126-joseph-thess.jpg,0,,1000
369,1,26,100326,"Rt. Blv. David (Dat&oacute;) III, King of Iberia and Abkhazia",DAVID,"Blessed David IV, King of Georgia",m,1125,"Georgia, Mtskehta","Georgia&mdash;1125",0,0,1,1,january/0126david-builder02.jpg,0,,1000
370,1,26,205307,St. Theodore,THEODORE,Saint Theodore of Ajareli,m,"","Georgia, Ajareli","",0,0,0,1,january/0126-teodore ajareli.jpg,0,,1000
371,1,27,100327,"Translation of the Relics of St. John Chrysostom, Archbishop of Constantinople",JOHN,"Translation of the relics of Saint John Chrysostom, Archbishop of Constantinople","",438,Constantinople,"",1,0,1,1,january/0127bjohnchrysostom.jpg,0,,1000
372,1,28,100328,Ven. Ephraim the Syrian,EPHRAIM,Venerable Ephraim the Syrian,m,373-379,Syria,"",0,0,1,1,january/0128ephraim-syrian0005.jpg,0,,1000
373,1,28,100329,"Ven. Theodosius, Abbot, of Tot&rsquo;ma",THEODOSIUS,"Venerable Theodosius, Abbot of Totma, Vologda",m,1568,"Vologda, Totma","Vologd&aacute;&mdash;1568",0,0,1,1,january/0128theodosius-totma0012.jpg,0,,1000
374,1,28,100330,"Ven. Efrem (Ephraim) the Wonderworker, Abbot of Novot&oacute;rzhsk",EPHRAIM,"Venerable Ephraim the Wonderworker, Abbot of Novy Torg",m,1053,Novy Torg,"",0,0,1,1,january/0128ephraim-novotorzhski.jpg,0,,1000
375,1,28,100331,"St. Efrem, Bishop of Pereyaslavl&rsquo;",EPHRAIM,"Saint Ephraim, Bishop of Pereyaslavl, Kiev Caves, Far Caves",m,ca. 1098,"Kiev Caves, Far Caves, Pereyaslavl","Kiev Caves&mdash;ca. 1098",0,0,1,1,"",0,,1000
376,1,28,100332,"Ven. Palladius the Hermit, of Antioch",PALLADIUS,"Venerable Palladius the Hermit, of Antioch",m,4th century,Antioch,"",0,0,1,1,"",0,,1000
377,1,28,100333,"St. Isaac the Syrian, Bishop of Nineveh",ISAAC,"Saint Isaac the Syrian, Bishop of Nineveh",m,6th century,Nineveh,7th c.,0,0,1,1,january/0128isaac-syria02.jpg,0,,1000
378,1,28,100334,Totemsk-Sumorin Icon of the Mother of God,ICON,Totemsk-Sumorin Icon of the Mother of God,,,Sumorin-Totma,,0,0,0,1,,0,,1000
379,1,28,205308,Ss. Archilius and Luarsaab,ARCHILIUS,Saints Archilius and Luarsaab,"","",Georgia,"",0,0,0,1,january/0128-archili da luarsabi.jpg,0,,1000
381,1,29,100335,"Translation of the Relics of Hieromartyr Ignatius the Godbearer, Bishop of Antioch",IGNATIUS,"Translation of the relics of the Hieromartyr Ignatius, the Godbearer and Bishop of Antioch","",107,Antioch,"",0,0,1,1,january/0129aignatiustheophorus.jpg,0,,1000
382,1,29,100336,"St. Lavrentii (Lawrence), Recluse, of the Kiev Caves, Bishop of Turov",LAURENCE,"Saint Laurence, Recluse of the Kiev Caves, Far Caves, and Bishop of Turov","",1194,"Turov, Kiev Caves, Far Caves","Near Caves&mdash;12th c.",0,0,1,1,"",0,,1000
383,1,29,100337,"Ss. Ger&aacute;sim (1441-1467), Pitir&iacute;m (1445) and Jonah (1470), Bishops of Perm",GERASIMUS,"Saint Gerasimus, Bishop of Perm",m,"",Perm,"",0,0,1,1,"",0,,1000
384,1,29,100338,"St. Pitirim, Bishop of Perm",PITIRIM,"Saint Pitirim, Bishop of Perm","",1445,Perm,"",0,0,0,1,"",0,,1000
385,1,29,100339,"St. Jonah, Bishop of Perm",JONAH,"Saint Jonah, Bishop of Perm","",1470,Perm,"",0,0,0,1,"",0,,1000
386,1,29,100340,"Martyrs Romanus, Jacob (James), Philotheus, Hyperechius, Abibus, Julian, and Paregonius, at Samosata",ROMANUS,"Martyrs Romanus, Jacob (James), Philotheus, Hyperechius, Abibus, Julian, and Paregonius, at Samosata","",297,Samosata,"",0,0,1,1,"",0,,1000
396,1,29,103811,Martyr Ashot,ASHOT,"Martyr Ashot Curapalati, King of Artanuji",,829,"Georgia, Artanuji",,0,0,0,1,january/0129ashot-martyr-king.jpg,0,,1000
397,1,29,109040,St Ignatius,IGNATIUS,"Saint Ignatius, Wonderworker and Bishop of Smolensk",m,1210,Smolensk,"",0,0,0,1,"",0,,1000
398,1,29,109041,St. Aphraates of Persia,APHRAATES,Saint Aphraates of Persia,"",370,Persia,"",0,0,0,1,"",0,,1000
399,1,29,148983,Martyrs Sarbelus and Bebaia of Edessa,SARBELUS,Martyrs Sarbelus and Bebaia of Edessa,"",2nd century,Edessa,"",0,0,0,1,"",0,,1000
401,1,29,205311,New Martyr Demetrius,DEMETRIUS,New Martyr Demetrius,"","","","",0,0,0,1,january/0129akethimas-ignatius-dimitri-newmartyr.jpg,0,,1000
402,1,29,205312,St. Akepsimas the Martyr,AKEPSIMAS,Saint Akepsimas the Martyr,"","","","",0,0,0,1,january/0129akethimas-ignatius-dimitri-newmartyr.jpg,0,,1000
403,1,30,100350,"Synaxis of the Ecumenical Teachers and Hierarchs: Basil the Great, Gregory the Theologian, and John Chrysostom",3 HIERARCHS,"Synaxis of the Ecumenical Teachers and Hierarchs: Basil the Great, Gregory the Theologian, and John Chrysostom","","","","",1,0,1,1,january/0130hierarchs.jpg,0,,1000
4391,1,1,100165,"Icon of the Mother of God &ldquo;You are a Vineyard&rdquo; (Georgian: Shen khar venakhi)",ICON,"Icon of the Mother of God &ldquo;You are a Vineyard&rdquo; (Georgian: Shen khar venakhi)","","",Georgia,"",0,0,0,1,may/0523icon-mpoy-youare-avineyard0020.jpg,0,,1000
4346,1,30,100351,"Hieromartyr Hippolytus, and those with him",HIPPOLYTUS,"Hieromartyr Hippolytus, and those with him",m,268-270,Rome,"",0,0,1,1,january/0130hippolytus.jpg,0,,1000
428,1,30,100375,"Ven. Zenon the Faster, of the Kiev Caves",ZENO,"Venerable Zeno the Faster, of the Kiev Caves",m,14th century,"Kiev Caves, Far Caves","Far Caves&mdash;14th c.",0,0,1,1,"",0,,1000
